i,sect,over_sati_with,comp_with_whic,comp_inte_with,trus_exte_of,prof_exte_of,bran_bran_outl,comp_exte_of,ease_of_doin,proc_and_proc,cust_focu_inno,enga_with_cust,orde_of_impo,orde_of_impo_1,orde_of_impo_2,orde_of_impo_3,orde_of_impo_4,orde_of_impo_5,orde_of_impo_6,orde_of_impo_7,impr_on_cust,pref_of_serv,sati_diss,like_to_reco,mean_of_inte,chan_of_inte,gend,ag,regi,high_educ,inco,nati,awar_of_surv,company_id,impr_on_cust_sentiment,nps_category,age_category,income_category
17968,5,0.42857142857142855,"INDRIVE,",INDRIVE,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,0.875,0.125,0.25,0.625,0.75,0.5,0.375,INDRIVE! INDRIVE!! INDRIVE!!! How many times i call una? Why must you drivers always renegotiate ride fare after we have already concluded on the app? It's giving beggy beggy vibes. Not cutesy and demure at all,3,2,2,Digital Channels,"Mobile App,Text/Over the Phone,",Female,25 - 29,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,13ST002,COMP_00689,NEGATIVE,detractor,Early Career,Lower-Middle Income
22024,2,0.7142857142857143,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,",MOBILE TELECOMMUNICATIONS NETWORK (MTN),0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.5,0.625,0.75,0.875,0.375,0.125,0.25,Not satisfied,4,6,6,Both Digital and Traditional Channels,"Mobile App,Social Media,",Female,30 - 34,Osun,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,7AT073,COMP_00916,NEGATIVE,detractor,Mid-Level Professionals,Low Income
22025,6,0.7142857142857143,"IKEJA ELECTRICITY DISTRIBUTION COMPANY [IKEDC],",IKEJA ELECTRICITY DISTRIBUTION COMPANY [IKEDC],0.7142857142857143,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.375,0.125,0.25,0.5,0.625,0.75,0.875,Not satisfied,4,5,8,Digital Channels,"Mobile App,",Female,25 - 29,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,3OA009,COMP_00673,NEGATIVE,passive,Early Career,Lower-Middle Income
22026,6,0.8571428571428571,"OSUN ELECTRICITY DISTRIBUTION COMPANY,",OSUN ELECTRICITY DISTRIBUTION COMPANY,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.375,0.75,0.625,0.5,0.125,0.25,0.875,1.0,Not satisfied,6,6,9,Digital Channels,"Website,Social Media,",Female,30 - 34,Osun,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,7AT073,COMP_01091,NEGATIVE,promoter,Mid-Level Professionals,Low Income
22027,7,1.0,"Jumia,",JUMIA,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.625,1.0,0.75,0.875,0.25,0.375,0.125,0.5,Satisfied,6,7,8,Digital Channels,"Social Media,",Female,30 - 34,Osun,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,7AT073,COMP_00747,POSITIVE,passive,Mid-Level Professionals,Low Income
22028,9,1.0,"Obudu Ranch Resort,",OBUDU RANCH RESORT,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.625,0.875,0.375,0.5,0.75,0.25,0.125,1.0,Satisfied,6,7,7,Digital Channels,"Social Media,",Female,30 - 34,Oyo,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,7AT073,COMP_01057,POSITIVE,passive,Mid-Level Professionals,Low Income
25652,1,1.0,"OPAY BANK,",OPAY BANK,0.14285714285714285,1.0,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.5,0.625,0.125,0.375,0.875,1.0,0.25,0.75,Inability to resolve issues. There are issues on their IG pages that hasn't been solved for months.,7,1,3,Traditional Channels,"In Writing,",Female,40 - 49,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,TA202644,COMP_01081,NEGATIVE,detractor,Experienced Professionals,Middle-High Income
25717,1,1.0,"OPAY BANK,",OPAY BANK,1.0,1.0,0.5714285714285714,1.0,0.5714285714285714,1.0,1.0,0.7142857142857143,1.0,0.625,0.125,0.875,0.5,0.375,0.75,0.25,Great,4,7,10,Digital Channels,"Mobile App,",Female,18 - 24,Ogun,Secondary School,Student/Dependent,Nigerian,"Via Social Media (Facebook, Twitter, Instagram Etc)",COMP_01081,POSITIVE,promoter,Young Adults,No Income / Not Earning
25718,1,1.0,"OPAY BANK,",OPAY BANK,1.0,1.0,0.5714285714285714,1.0,0.5714285714285714,1.0,1.0,0.7142857142857143,1.0,0.625,0.125,0.875,0.5,0.375,0.75,0.25,Great,4,7,10,Digital Channels,"Mobile App,",Female,18 - 24,Ogun,Secondary School,Student/Dependent,Nigerian,"Via Social Media (Facebook, Twitter, Instagram Etc)",COMP_01081,POSITIVE,promoter,Young Adults,No Income / Not Earning
25728,1,1.0,"OPAY BANK,",OPAY BANK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.75,0.125,0.5,0.25,0.875,0.375,0.625,Seamless,7,7,10,Digital Channels,"Mobile App,",Female,40 - 49,Lagos,"Masters, Professorial, Doctorate, Professional Certification","N300,000 - N500,000",Nigerian,TO202591,COMP_01081,NEUTRAL,promoter,Experienced Professionals,Middle-High Income
25798,1,1.0,"OPAY BANK,",OPAY BANK,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,1.0,0.625,0.125,0.375,0.25,0.5,0.875,0.75,OPAY BANK is doing an amazing job.,7,7,9,Digital Channels,"Mobile App,",Female,35 - 39,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,RO202743,COMP_01081,POSITIVE,promoter,Mid-Career,Middle-High Income
18446,633,0.42857142857142855,"UNIVERSITY OF CALABAR [UNICAL],",UNIVERSITY OF CALABAR [UNICAL],0.42857142857142855,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.625,0.75,0.125,0.875,0.25,1.0,0.5,0.375,They are really good at what they do.,6,3,3,Both Digital and Traditional Channels,"In Person,",Female,18 - 24,Lagos,Secondary School,Student/Dependent,Nigerian,09A0O53,COMP_01465,POSITIVE,detractor,Young Adults,No Income / Not Earning
25856,1,0.7142857142857143,"OPAY BANK,",OPAY BANK,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.125,0.5,0.25,0.375,0.625,0.75,0.875,1.0,Good,5,5,8,Both Digital and Traditional Channels,"Mobile App,",Female,30 - 34,Ekiti,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,DA202788,COMP_01081,POSITIVE,passive,Mid-Level Professionals,No Income / Not Earning
25963,1,1.0,"OPAY BANK,",OPAY BANK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.75,0.25,0.875,0.375,0.625,0.5,0.125,Impressive,7,7,10,Digital Channels,"Mobile App,",Male,30 - 34,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,Via Whatsapp Group,COMP_01081,POSITIVE,promoter,Mid-Level Professionals,No Income / Not Earning
15999,4,1.0,"Prince and Princess Hospital ,",PRINCE AND PRINCESS HOSPITAL,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,0.75,0.125,0.875,0.25,0.375,0.5,0.625,Prince and Princess Hospital was terrible,7,2,1,Traditional Channels,"In Person,",Female,25 - 29,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N151,000 - N199,000",Nigerian,1LI060,COMP_01177,NEGATIVE,detractor,Early Career,Middle-High Income
22038,2,1.0,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,Airtel,9mobile,Globalcom Limited,",MOBILE TELECOMMUNICATIONS NETWORK (MTN),1.0,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.875,0.375,0.125,0.25,0.5,0.625,0.75,1.0,"Customer service of MOBILE TELECOMMUNICATIONS NETWORK (MTN)  is good,only issue is that their data doesn't last long but when it comes to speed it great.",7,7,10,Both Digital and Traditional Channels,"Mobile App,In Person,",Female,30 - 34,Edo,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,7VA003,COMP_00916,POSITIVE,promoter,Mid-Level Professionals,Income not fixed
25995,1,1.0,"OPAY BANK,",OPAY BANK,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.7142857142857143,0.25,1.0,0.125,0.625,0.75,0.875,0.5,0.375,Poor,5,7,10,Digital Channels,"Mobile App,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,EO202597,COMP_01081,NEGATIVE,promoter,Mid-Level Professionals,Lower-Middle Income
26042,1,0.7142857142857143,"OPAY BANK,",OPAY BANK,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.7142857142857143,1.0,0.75,0.125,0.375,0.25,0.875,0.625,0.5,Poor resolution of complaint,7,4,10,Traditional Channels,"In Writing,",Female,40 - 49,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,TA202644,COMP_01081,NEGATIVE,promoter,Experienced Professionals,Middle-High Income
22041,8,0.7142857142857143,"Nigeria Immigration services (NIS),Fed Road Safety Comm (FRSC),Federal Inland Revenue (FIRS),Coporate Affairs Comm (CAC),",COPORATE AFFAIRS COMM (CAC),0.8571428571428571,0.8571428571428571,0.14285714285714285,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,0.375,0.125,0.75,0.5,0.625,0.25,0.875,Customer service in Nigeria public sector has improved over time probably due to digitalization and it's a very good thing as one doesn't have to meet with terrible staffs anymore.,7,6,9,Digital Channels,"Webchat,Text/Over the Phone,Email,",Female,30 - 34,Edo,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,7VA003,COMP_00283,POSITIVE,promoter,Mid-Level Professionals,Income not fixed
18259,5,0.42857142857142855,"INDRIVE,",INDRIVE,0.2857142857142857,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.42857142857142855,1.0,0.875,0.125,0.75,0.25,0.625,0.5,0.375,"More expensive than UBER or BOLT, the purpose of INDRIVE is not fulfilled as you cannot bargain the price as it was set to be, instead it increases",5,3,2,Traditional Channels,"In Person,",Female,30 - 34,Lagos,"Masters, Professorial, Doctorate, Professional Certification","N151,000 - N199,000",Nigerian,1EB047,COMP_00689,NEGATIVE,detractor,Mid-Level Professionals,Middle-High Income
22043,6,0.8571428571428571,"BENIN ELECTRICITY DISTRIBUTION COMPANY [BEEDC],",BENIN ELECTRICITY DISTRIBUTION COMPANY [BEEDC],0.7142857142857143,0.8571428571428571,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.25,0.5,0.125,1.0,0.375,0.75,0.625,0.875,Customer service in the DISCOS sub sector isn't that much to reckon with. Last time I had contact with them the issue wasn't solved rather I was referred elsewhere when it could have been done at the head office.,7,5,6,Both Digital and Traditional Channels,"In Person,Text/Over the Phone,",Female,30 - 34,Edo,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,7VA003,COMP_00157,NEGATIVE,detractor,Mid-Level Professionals,Income not fixed
22044,7,1.0,"Jumia,Konga,Jiji,",JUMIA,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.125,0.375,0.625,0.75,0.875,1.0,"Jumia has the best customer service channels in Nigeria,staffs especially those online are so courteous,helpful,nice . I'll always keep patronizing jumia cause the their customer service and high level of professionalism.",7,7,10,Both Digital and Traditional Channels,"Email,Website,In Person,",Female,30 - 34,Edo,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,7VA003,COMP_00747,POSITIVE,promoter,Mid-Level Professionals,Income not fixed
26055,1,1.0,"OPAY BANK,",OPAY BANK,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.375,0.125,0.75,0.625,0.5,0.25,0.875,Wonderful,7,7,10,Digital Channels,"Mobile App,Email,",Female,18 - 24,Enugu,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,CN202845,COMP_01081,POSITIVE,promoter,Young Adults,No Income / Not Earning
26099,1,0.8571428571428571,"OPAY BANK,",OPAY BANK,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,1.0,0.875,0.375,0.5,0.25,0.75,0.625,0.125,Doing pretty well,6,6,9,Digital Channels,"Text/Over the Phone,Mobile App,Social Media,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N300,000 - N500,000",Nigerian,JO202824,COMP_01081,POSITIVE,promoter,Mid-Level Professionals,Middle-High Income
26150,1,0.8571428571428571,"OPAY BANK,",OPAY BANK,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.625,0.25,0.5,0.375,0.125,0.875,0.75,1.0,Great,5,5,7,Traditional Channels,"In Person,",Male,18 - 24,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Student/Dependent,Nigerian,GN202585,COMP_01081,POSITIVE,passive,Young Adults,No Income / Not Earning
26528,1,0.8571428571428571,"OPAY BANK,",OPAY BANK,1.0,1.0,0.8571428571428571,0.7142857142857143,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.875,0.375,0.125,0.25,0.75,1.0,0.625,0.5,Fair,7,4,10,Traditional Channels,"In Person,In Writing,Via Instagram ,",Female,40 - 49,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,TA202644,COMP_01081,POSITIVE,promoter,Experienced Professionals,Middle-High Income
26845,1,1.0,"OPAY BANK,",OPAY BANK,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,1.0,0.75,0.25,0.625,0.375,0.875,0.5,0.125,Satisfactory,7,7,10,Digital Channels,"Text/Over the Phone,",Female,40 - 49,Abuja,"Masters, Professorial, Doctorate, Professional Certification","N100,000 - N150,000",Nigerian,NI202555,COMP_01081,POSITIVE,promoter,Experienced Professionals,Lower-Middle Income
26888,1,0.8571428571428571,"OPAY BANK,",OPAY BANK,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,1.0,0.625,0.875,0.75,0.5,0.375,0.25,0.125,Good,4,6,9,Digital Channels,"Mobile App,",Female,30 - 34,Ekiti,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,DA202788,COMP_01081,POSITIVE,promoter,Mid-Level Professionals,No Income / Not Earning
26913,1,0.2857142857142857,"OPAY BANK,",OPAY BANK,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.75,0.875,0.25,0.625,0.5,1.0,0.125,0.375,Dissatisfied,6,3,2,Digital Channels,"Mobile App,",Female,18 - 24,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,DO202528,COMP_01081,NEGATIVE,detractor,Young Adults,No Income / Not Earning
26918,1,0.8571428571428571,"OPAY BANK,",OPAY BANK,0.8571428571428571,1.0,0.7142857142857143,1.0,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.625,1.0,0.125,0.875,0.375,0.75,0.25,0.5,Very good,5,6,10,Digital Channels,"Mobile App,",Female,25 - 29,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N151,000 - N199,000",Nigerian,FA202502,COMP_01081,POSITIVE,promoter,Early Career,Middle-High Income
26967,1,0.8571428571428571,"OPAY BANK,",OPAY BANK,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571,0.7142857142857143,1.0,0.75,0.125,0.875,0.25,0.625,0.5,0.375,Very good,6,6,9,Both Digital and Traditional Channels,"Mobile App,Email,",Male,35 - 39,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N500,000 - N1m",Nigerian,Victoria Otu,COMP_01081,POSITIVE,promoter,Mid-Career,High Income
22054,2,0.2857142857142857,"Globalcom Limited,",GLOBALCOM LIMITED,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.25,0.125,0.375,0.625,0.75,0.875,0.5,1.0,Bad network services,6,2,2,Digital Channels,"Mobile App,Website,",Female,25 - 29,Enugu,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,09EM032,COMP_00565,NEGATIVE,detractor,Early Career,Income not fixed
22055,2,0.42857142857142855,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,",MOBILE TELECOMMUNICATIONS NETWORK (MTN),0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.125,0.75,0.25,0.5,1.0,0.875,0.375,0.625,Bad customer service,7,3,3,Digital Channels,"Mobile App,Website,",Female,25 - 29,Enugu,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,09EM032,COMP_00916,NEGATIVE,detractor,Early Career,Income not fixed
22056,2,0.7142857142857143,"Airtel,",AIRTEL,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.75,0.375,0.625,0.5,1.0,0.25,0.125,0.875,Relatively okay,7,5,5,Digital Channels,"Mobile App,Website,",Male,25 - 29,Anambra,Secondary School,"N31,000 - N40,000",Nigerian,09EM032,COMP_00058,POSITIVE,detractor,Early Career,Low Income
22057,2,0.42857142857142855,"9mobile,",9MOBILE,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.25,0.875,0.5,0.125,1.0,0.625,0.375,0.75,Bad network services,7,3,3,Traditional Channels,"In Person,",Female,40 - 49,Anambra,Secondary School,Business Person/Income Not Fixed,Nigerian,09EM032,COMP_00007,NEGATIVE,detractor,Experienced Professionals,Income not fixed
22058,2,0.14285714285714285,"Globalcom Limited,",GLOBALCOM LIMITED,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.625,0.125,0.375,0.25,0.5,1.0,0.75,0.875,Bad network services,6,1,1,Digital Channels,"Mobile App,",Female,25 - 29,Anambra,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,09EM032,COMP_00565,NEGATIVE,detractor,Early Career,Income not fixed
22059,2,0.2857142857142857,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,",MOBILE TELECOMMUNICATIONS NETWORK (MTN),0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.375,1.0,0.5,0.25,0.625,0.875,0.75,0.125,Bad network services,6,2,2,Digital Channels,"Mobile App,Website,",Male,35 - 39,Anambra,Vocational/Technical Education,Business Person/Income Not Fixed,Nigerian,09EM032,COMP_00916,NEGATIVE,detractor,Mid-Career,Income not fixed
22060,2,0.8571428571428571,"Airtel,",AIRTEL,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.625,0.375,0.125,0.25,0.5,0.75,0.875,1.0,Satisfied,7,6,8,Digital Channels,"Mobile App,Website,",Female,25 - 29,Enugu,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,09EM032,COMP_00058,POSITIVE,passive,Early Career,Income not fixed
22061,2,0.2857142857142857,"9mobile,",9MOBILE,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.625,0.25,0.375,0.75,0.125,0.5,0.875,1.0,Bad network services,7,2,2,Digital Channels,"Mobile App,Website,",Male,35 - 39,Anambra,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,09EM032,COMP_00007,NEGATIVE,detractor,Mid-Career,Income not fixed
15237,3,0.7142857142857143,LEADWAY ASSURANCE [LEADWAY],LEADWAY ASSURANCE [LEADWAY],0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714,1.0,0.375,0.125,0.25,0.5,0.625,0.875,0.75,Need to improve,7,6,7,Traditional Channels,"In Person,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,Ukpai Janet Chioma 10UJ013,COMP_00841,NEUTRAL,passive,Mid-Level Professionals,No Income / Not Earning
15364,3,0.7142857142857143,LEADWAY ASSURANCE [LEADWAY],LEADWAY ASSURANCE [LEADWAY],0.5714285714285714,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.25,0.125,0.875,0.375,0.75,0.625,0.5,Quite nice,3,6,6,Both Digital and Traditional Channels,"Text/Over the Phone,",Female,18 - 24,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,3KE001,COMP_00841,POSITIVE,detractor,Young Adults,No Income / Not Earning
15399,3,0.8571428571428571,LEADWAY ASSURANCE [LEADWAY],LEADWAY ASSURANCE [LEADWAY],0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.8571428571428571,1.0,1.0,0.375,0.125,0.25,0.5,0.625,0.75,0.875,Good customer service,6,6,9,Both Digital and Traditional Channels,"Text/Over the Phone,In Person,",Male,18 - 24,Anambra,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,09VE047,COMP_00841,POSITIVE,promoter,Young Adults,Low Income
15575,3,0.42857142857142855,LEADWAY ASSURANCE [LEADWAY],LEADWAY ASSURANCE [LEADWAY],0.2857142857142857,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.5714285714285714,1.0,0.375,0.125,0.25,0.5,0.875,0.625,0.75,Need to improve,6,6,8,Traditional Channels,"In Person,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,Ukpai Janet Chioma 10UJ013,COMP_00841,NEUTRAL,passive,Mid-Level Professionals,No Income / Not Earning
15779,3,0.5714285714285714,LEADWAY ASSURANCE [LEADWAY],LEADWAY ASSURANCE [LEADWAY],0.5714285714285714,1.0,0.8571428571428571,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5,0.875,0.75,0.625,0.375,1.0,0.25,0.125,Need more improvement,5,5,6,Both Digital and Traditional Channels,"Social Media,In Person,",Male,40 - 49,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,"From Friend, Colleague/Family",COMP_00841,NEUTRAL,detractor,Experienced Professionals,Middle-High Income
15803,3,0.8571428571428571,LEADWAY ASSURANCE [LEADWAY],LEADWAY ASSURANCE [LEADWAY],0.42857142857142855,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.75,0.625,1.0,0.875,0.5,0.375,0.25,0.125,Good,6,6,10,Digital Channels,"Text/Over the Phone,Email,Webchat,",Female,40 - 49,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N300,000 - N500,000",Nigerian,09A0O53,COMP_00841,POSITIVE,promoter,Experienced Professionals,Middle-High Income
15951,3,0.8571428571428571,LEADWAY ASSURANCE [LEADWAY],LEADWAY ASSURANCE [LEADWAY],0.7142857142857143,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.5,0.25,0.375,0.625,0.125,1.0,0.875,0.75,Ease in being to withdraw when the time comes,5,4,7,Digital Channels,"Mobile App,",Female,40 - 49,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,11PU003,COMP_00841,NEUTRAL,passive,Experienced Professionals,Lower-Middle Income
15952,3,0.8571428571428571,LEADWAY ASSURANCE [LEADWAY],LEADWAY ASSURANCE [LEADWAY],0.7142857142857143,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.5,0.25,0.375,0.625,0.125,1.0,0.875,0.75,Ease in being to withdraw when the time comes,5,4,7,Digital Channels,"Mobile App,",Female,40 - 49,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,11PU003,COMP_00841,NEUTRAL,passive,Experienced Professionals,Lower-Middle Income
16254,3,0.7142857142857143,LEADWAY ASSURANCE [LEADWAY],LEADWAY ASSURANCE [LEADWAY],0.7142857142857143,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.375,1.0,0.25,0.625,0.5,0.75,0.125,0.875,satisfactory,5,4,5,Digital Channels,"Text/Over the Phone,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N151,000 - N199,000",Nigerian,09OO058,COMP_00841,NEUTRAL,detractor,Mid-Level Professionals,Middle-High Income
