i,sect,over_sati_with,comp_with_whic,comp_inte_with,trus_exte_of,prof_exte_of,bran_bran_outl,comp_exte_of,ease_of_doin,proc_and_proc,cust_focu_inno,enga_with_cust,orde_of_impo,orde_of_impo_1,orde_of_impo_2,orde_of_impo_3,orde_of_impo_4,orde_of_impo_5,orde_of_impo_6,orde_of_impo_7,impr_on_cust,pref_of_serv,sati_diss,like_to_reco,mean_of_inte,chan_of_inte,gend,ag,regi,high_educ,inco,nati,awar_of_surv,company_id,impr_on_cust_sentiment,nps_category,age_category,income_category
17615,2,0.2857142857142857,"Globalcom Limited,",GLOBALCOM LIMITED,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.0,0.375,0.625,0.5,0.875,0.75,0.125,0.25,Poor network,6,2,1,Both Digital and Traditional Channels,"Mobile App,In Person,Text/Over the Phone,",Female,25 - 29,Enugu,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,09EM032,COMP_00565,NEGATIVE,detractor,Early Career,Income not fixed
17616,2,0.2857142857142857,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,",MOBILE TELECOMMUNICATIONS NETWORK (MTN),0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.625,0.5,0.25,0.75,0.875,1.0,0.125,0.375,Bad network services,6,2,2,Both Digital and Traditional Channels,"In Person,Website,",Female,25 - 29,Enugu,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,09EM032,COMP_00916,NEGATIVE,detractor,Early Career,Income not fixed
17617,6,0.5714285714285714,"ENUGU ELECTRICITY DISTRIBUTION COMPANY [EEDC],",ENUGU ELECTRICITY DISTRIBUTION COMPANY [EEDC],0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.7142857142857143,1.0,0.5,0.375,0.625,0.875,0.75,0.125,0.25,EEDC has been fluctuating light here since last weekend.,6,4,5,Traditional Channels,"In Person,",Female,25 - 29,Enugu,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,09EM032,COMP_00410,NEUTRAL,detractor,Early Career,Income not fixed
17618,634,0.8571428571428571,"Betway Limited (Betway),",BETWAY LIMITED (BETWAY),0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.75,0.375,0.125,0.625,0.875,1.0,0.25,0.5,My winnings has been credited to my account,6,5,7,Digital Channels,"Mobile App,Website,",Female,25 - 29,Enugu,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,09EM032,COMP_00167,POSITIVE,passive,Early Career,Income not fixed
17619,6,0.7142857142857143,"PORT HARCOURT ELECTRICITY DISTRIBUTION COMPANY [PHEDC],",PORT HARCOURT ELECTRICITY DISTRIBUTION COMPANY [PHEDC],0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.125,0.5,0.25,0.375,0.625,0.75,0.875,1.0,Good,4,4,5,Both Digital and Traditional Channels,"In Writing,Social Media,In Person,",Male,30 - 34,Rivers,Ond/Pre Degree/Diploma,"N31,000 - N40,000",Nigerian,3TA078,COMP_01151,POSITIVE,detractor,Mid-Level Professionals,Low Income
17620,6,0.7142857142857143,"PORT HARCOURT ELECTRICITY DISTRIBUTION COMPANY [PHEDC],",PORT HARCOURT ELECTRICITY DISTRIBUTION COMPANY [PHEDC],0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.125,0.5,0.25,0.375,0.625,0.75,0.875,1.0,Good,4,4,5,Both Digital and Traditional Channels,"In Writing,Social Media,In Person,",Male,30 - 34,Rivers,Ond/Pre Degree/Diploma,"N31,000 - N40,000",Nigerian,3TA078,COMP_01151,POSITIVE,detractor,Mid-Level Professionals,Low Income
17621,6,0.7142857142857143,"PORT HARCOURT ELECTRICITY DISTRIBUTION COMPANY [PHEDC],",PORT HARCOURT ELECTRICITY DISTRIBUTION COMPANY [PHEDC],0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.125,0.5,0.25,0.375,0.625,0.75,0.875,1.0,Good,4,4,5,Both Digital and Traditional Channels,"In Writing,Social Media,In Person,",Male,30 - 34,Rivers,Ond/Pre Degree/Diploma,"N31,000 - N40,000",Nigerian,3TA078,COMP_01151,POSITIVE,detractor,Mid-Level Professionals,Low Income
8232,3,0.8571428571428571,"HEIRS INSURANCE [HEIRS],",HEIRS INSURANCE [HEIRS],0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.625,0.875,0.125,0.25,0.75,0.375,1.0,0.5,Good,6,6,8,Both Digital and Traditional Channels,"Text/Over the Phone,",Male,30 - 34,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N500,000 - N1m",Nigerian,JI0030,COMP_00627,POSITIVE,passive,Mid-Level Professionals,High Income
13686,633,0.8571428571428571,"NNAMDI AZIKIWE UNIVERSITY, AWKA [NAU]","NNAMDI AZIKIWE UNIVERSITY, AWKA [NAU]",0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,1.0,0.5,0.125,0.625,0.375,0.875,0.75,0.25,Satisfactory,7,6,10,Both Digital and Traditional Channels,"Website,In Person,",Female,35 - 39,Abuja,"Masters, Professorial, Doctorate, Professional Certification","N100,000 - N150,000",Nigerian,1NI001,COMP_01033,POSITIVE,promoter,Mid-Career,Lower-Middle Income
28468,633,0.5714285714285714,NIGER DELTA UNIVERSITY - BAYELSA [NDU],NIGER DELTA UNIVERSITY - BAYELSA [NDU],0.8571428571428571,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,0.375,0.125,0.625,0.5,0.75,0.25,0.875,Excellent,7,6,10,Both Digital and Traditional Channels,"In Person,",Female,30 - 34,Imo,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N151,000 - N199,000",Nigerian,FOY9L3,COMP_00988,POSITIVE,promoter,Mid-Level Professionals,Middle-High Income
21364,1,0.5714285714285714,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.125,0.875,0.25,0.625,0.75,1.0,0.5,0.375,Network issues,2,3,2,Both Digital and Traditional Channels,"In Person,",Female,30 - 34,Aba,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,1oi033,COMP_00602,NEGATIVE,detractor,Mid-Level Professionals,Middle-High Income
21403,1,0.7142857142857143,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],0.8571428571428571,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.75,0.5,0.625,0.375,1.0,0.875,0.125,0.25,Good,5,4,6,Both Digital and Traditional Channels,"In Writing,",Male,18 - 24,Enugu,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Student/Dependent,Nigerian,09NG061,COMP_00602,POSITIVE,detractor,Young Adults,No Income / Not Earning
17627,7,0.7142857142857143,"Jumia,Konga,Jiji,",JUMIA,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.5714285714285714,1.0,0.375,0.125,0.25,0.625,0.5,0.75,0.875,Satisfactory,6,4,5,Digital Channels,"Mobile App,Social Media,Website,",Male,30 - 34,Borno,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,10AI026,COMP_00747,POSITIVE,detractor,Mid-Level Professionals,Low Income
17628,7,0.7142857142857143,"Konga,",KONGA,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.375,0.125,0.5,0.625,0.25,0.75,0.875,Satisfactory,7,4,5,Digital Channels,"Mobile App,Social Media,Website,",Male,30 - 34,Borno,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,10AI026,COMP_00794,POSITIVE,detractor,Mid-Level Professionals,Low Income
17629,7,0.7142857142857143,"Jiji,",JIJI,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.25,0.125,0.75,0.625,0.375,0.5,0.875,Satisfactory,7,4,5,Digital Channels,"Mobile App,Text/Over the Phone,Social Media,Website,",Male,30 - 34,Borno,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,10AI026,COMP_00733,POSITIVE,detractor,Mid-Level Professionals,Low Income
17630,8,0.5714285714285714,"Fed Road Safety Comm (FRSC),",FED ROAD SAFETY COMM (FRSC),0.7142857142857143,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,0.25,0.125,0.75,0.5,0.375,0.625,0.875,Satisfactory,6,4,5,Traditional Channels,"In Person,",Male,30 - 34,Borno,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,10AI026,COMP_00436,POSITIVE,detractor,Mid-Level Professionals,Low Income
17631,8,0.5714285714285714,"Nigeria Immigration services (NIS),",NIGERIA IMMIGRATION SERVICES (NIS),0.7142857142857143,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.5714285714285714,1.0,0.625,0.125,0.75,0.5,0.375,0.25,0.875,Satisfactory,7,4,5,Traditional Channels,"In Person,",Male,30 - 34,Borno,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,10AI026,COMP_01005,POSITIVE,detractor,Mid-Level Professionals,Low Income
21442,1,0.7142857142857143,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5,0.75,0.125,0.625,0.25,0.875,0.375,1.0,Need to be more customer friendly.,6,5,8,Both Digital and Traditional Channels,"Text/Over the Phone,",Female,35 - 39,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N300,000 - N500,000",Nigerian,09A0O53,COMP_00602,NEUTRAL,passive,Mid-Career,Middle-High Income
21648,1,0.7142857142857143,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.875,0.625,0.125,0.25,0.375,1.0,0.75,0.5,Not satisfied,6,4,4,Both Digital and Traditional Channels,"Mobile App,Social Media,In Person,",Female,35 - 39,Abuja,"Masters, Professorial, Doctorate, Professional Certification","N300,000 - N500,000",Nigerian,11AB043,COMP_00602,NEGATIVE,detractor,Mid-Career,Middle-High Income
8433,3,1.0,"HEIRS INSURANCE [HEIRS],",HEIRS INSURANCE [HEIRS],0.5714285714285714,0.5714285714285714,1.0,1.0,1.0,0.5714285714285714,0.5714285714285714,1.0,1.0,0.625,0.125,0.25,0.5,0.375,0.875,0.75,Heirs Life don't educate the prospects on the real procedures,7,4,4,Both Digital and Traditional Channels,"Mobile App,Webchat,Email,Text/Over the Phone,Website,Social Media,In Person,",Female,25 - 29,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,IL002,COMP_00627,NEGATIVE,detractor,Early Career,Low Income
17635,7,0.8571428571428571,"SLOT,",SLOT,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,1.0,0.375,0.125,0.25,0.5,0.625,0.75,0.875,Good,6,5,7,Digital Channels,"Website,",Male,18 - 24,Anambra,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,09VE047,COMP_01308,POSITIVE,passive,Young Adults,Low Income
21766,1,0.14285714285714285,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],0.5714285714285714,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.125,1.0,0.875,0.375,0.625,0.25,0.5,0.75,Too much queue outside and no seat provided for customers,6,4,5,Traditional Channels,"In Person,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N61,000 - N79,000",Nigerian,09SA043,COMP_00602,NEGATIVE,detractor,Mid-Level Professionals,Lower-Middle Income
21836,1,1.0,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.375,0.75,0.25,0.5,0.625,0.875,0.125,1.0,"Bad, money has been hanging. Can't use USSD or transfer.",4,1,2,Both Digital and Traditional Channels,"Mobile App,",Male,18 - 24,Oyo,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,Akinsehinwa Mary 11MA052,COMP_00602,NEGATIVE,detractor,Young Adults,Middle-High Income
21858,1,0.14285714285714285,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143,1.0,0.875,0.125,0.25,0.75,0.625,0.5,0.375,"Customer care sucks, takes too long to be able to reach an operative",7,2,2,Digital Channels,"Mobile App,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,1CO026,COMP_00602,NEGATIVE,detractor,Mid-Level Professionals,Middle-High Income
17639,8,0.5714285714285714,"Coporate Affairs Comm (CAC),",COPORATE AFFAIRS COMM (CAC),0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.375,0.125,0.25,0.5,0.625,0.75,0.875,Fair treatment to customers,6,6,8,Both Digital and Traditional Channels,"In Person,Email,Text/Over the Phone,",Male,18 - 24,Anambra,Secondary School,Student/Dependent,Nigerian,09VE047,COMP_00283,NEUTRAL,passive,Young Adults,No Income / Not Earning
17640,9,0.8571428571428571,"Sweet Sensation,",SWEET SENSATION,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,0.125,0.25,0.5,0.625,0.75,0.875,Very good,7,7,9,Traditional Channels,"In Person,",Male,18 - 24,Anambra,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,09VE047,COMP_01366,POSITIVE,promoter,Young Adults,Low Income
17641,9,0.8571428571428571,"Mega Chicken,",MEGA CHICKEN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.875,0.125,0.375,0.75,0.5,0.625,Excellent service delivery,7,7,9,Traditional Channels,"In Person,",Male,18 - 24,Anambra,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,09VE047,COMP_00896,POSITIVE,promoter,Young Adults,Low Income
17642,9,0.8571428571428571,"Epe Resort & Spa, Lagos,","EPE RESORT & SPA, LAGOS",0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.25,0.875,0.125,0.375,0.625,0.5,0.75,Good,6,6,8,Both Digital and Traditional Channels,"In Person,Text/Over the Phone,",Male,18 - 24,Anambra,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N41,000 - N60,000",Nigerian,09VE047,COMP_00415,POSITIVE,passive,Young Adults,Low Income
21866,1,0.5714285714285714,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],0.7142857142857143,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,1.0,0.875,0.125,0.75,0.25,0.625,0.5,0.375,Not satisfactory,5,4,5,Both Digital and Traditional Channels,"Mobile App,Webchat,Email,Text/Over the Phone,Website,Social Media,In Person,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,1EO023,COMP_00602,NEGATIVE,detractor,Mid-Level Professionals,Middle-High Income
17644,7,0.5714285714285714,"Jumia,",JUMIA,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.5714285714285714,1.0,0.375,0.125,0.25,0.5,0.875,0.625,0.75,Delivery different package,4,4,7,Digital Channels,"Social Media,",Female,25 - 29,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,13AA078,COMP_00747,NEUTRAL,passive,Early Career,Lower-Middle Income
17645,6,0.8571428571428571,"PORT HARCOURT ELECTRICITY DISTRIBUTION COMPANY [PHEDC],",PORT HARCOURT ELECTRICITY DISTRIBUTION COMPANY [PHEDC],0.7142857142857143,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.25,0.375,0.875,0.125,0.5,0.625,0.75,1.0,PHEDC should do better Bayelsa has been without light for four months now,7,5,6,Digital Channels,"Text/Over the Phone,",Female,30 - 34,Bayelsa,"Masters, Professorial, Doctorate, Professional Certification","N100,000 - N150,000",Nigerian,Via Whatsapp Group,COMP_01151,NEGATIVE,detractor,Mid-Level Professionals,Lower-Middle Income
9917,3,0.42857142857142855,"HEIRS INSURANCE [HEIRS],",HEIRS INSURANCE [HEIRS],0.2857142857142857,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.375,0.75,0.625,0.25,0.125,0.5,0.875,1.0,Very slow to responds.,4,5,4,Digital Channels,"Social Media,",Male,25 - 29,Katsina,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Student/Dependent,Nigerian,,COMP_00627,NEGATIVE,detractor,Early Career,No Income / Not Earning
21903,1,0.8571428571428571,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],0.42857142857142855,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.5,0.75,0.125,0.625,0.25,0.875,0.375,1.0,There is a need for great improvement.,7,5,8,Both Digital and Traditional Channels,"In Writing,Text/Over the Phone,",Male,50 - 59,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N500,000 - N1m",Nigerian,09A0O53,COMP_00602,POSITIVE,passive,Senior Professionals,High Income
21917,1,1.0,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.7142857142857143,1.0,0.75,0.125,0.375,0.625,0.875,0.5,0.25,"The network today is surprisingly swift, transportation was smooth",7,7,8,Digital Channels,"Email,Mobile App,",Female,30 - 34,Lagos,"Masters, Professorial, Doctorate, Professional Certification","N151,000 - N199,000",Nigerian,1EB047,COMP_00602,POSITIVE,passive,Mid-Level Professionals,Middle-High Income
21929,1,0.7142857142857143,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],0.7142857142857143,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.25,0.5,1.0,0.125,0.375,0.75,0.875,0.625,satisfied,6,5,7,Both Digital and Traditional Channels,"Mobile App,In Person,Text/Over the Phone,",Female,25 - 29,Ogun,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,10DN083,COMP_00602,POSITIVE,passive,Early Career,Lower-Middle Income
21940,1,0.8571428571428571,GUARANTY TRUST BANK [GTBANK],GUARANTY TRUST BANK [GTBANK],0.7142857142857143,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,1.0,0.5,0.25,0.125,0.375,0.875,0.75,0.625,They are always attentive,4,6,8,Both Digital and Traditional Channels,"Email,Social Media,In Person,",Female,25 - 29,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,13AA078,COMP_00602,POSITIVE,passive,Early Career,Lower-Middle Income
17651,634,0.2857142857142857,"Bet9ja Limited (Bet9ja),",BET9JA LIMITED (BET9JA),0.42857142857142855,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.375,0.25,0.5,0.125,0.625,0.75,1.0,0.875,They are trying,6,6,7,Traditional Channels,"In Person,",Male,25 - 29,Lagos,"Masters, Professorial, Doctorate, Professional Certification","N100,000 - N150,000",Nigerian,09SM049,COMP_00163,NEUTRAL,passive,Early Career,Lower-Middle Income
17652,9,0.8571428571428571,"Grocery Bazaar Amala ,",GROCERY BAZAAR AMALA,1.0,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.125,1.0,0.875,0.375,0.75,0.25,0.625,0.5,They are doing well,6,5,8,Traditional Channels,"In Person,",Male,25 - 29,Lagos,"Masters, Professorial, Doctorate, Professional Certification","N100,000 - N150,000",Nigerian,09SM049,COMP_00599,POSITIVE,passive,Early Career,Lower-Middle Income
17653,8,0.7142857142857143,"Nigeria Police Force (NPF),",NIGERIA POLICE FORCE (NPF),0.7142857142857143,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.75,0.5,0.25,0.375,0.625,1.0,0.125,0.875,Bad services,6,5,5,Traditional Channels,"In Person,",Male,25 - 29,Lagos,"Masters, Professorial, Doctorate, Professional Certification","N100,000 - N150,000",Nigerian,09SM049,COMP_01006,NEGATIVE,detractor,Early Career,Lower-Middle Income
28490,633,0.5714285714285714,NIGER DELTA UNIVERSITY - BAYELSA [NDU],NIGER DELTA UNIVERSITY - BAYELSA [NDU],0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,1.0,0.75,0.875,0.5,0.25,0.625,0.125,0.375,Good,4,4,6,Both Digital and Traditional Channels,"Email,Website,Social Media,In Person,",Female,25 - 29,Rivers,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,MBY6T3,COMP_00988,POSITIVE,detractor,Early Career,No Income / Not Earning
17655,9,0.5714285714285714,"Crunchies,",CRUNCHES,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.625,0.125,1.0,0.875,0.25,0.5,0.375,0.75,Very good,5,6,9,Traditional Channels,"In Person,",Female,30 - 34,Aba,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,10SG004,COMP_00303,POSITIVE,promoter,Mid-Level Professionals,Income not fixed
17656,8,0.42857142857142855,"NAFDAC,",NAFDAC,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.625,0.875,0.5,0.75,0.375,0.125,1.0,0.25,Good,4,4,6,Traditional Channels,"In Person,",Female,35 - 39,Aba,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,10SG004,COMP_00948,POSITIVE,detractor,Mid-Career,Income not fixed
17657,8,0.42857142857142855,"NAFDAC,",NAFDAC,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.625,0.875,0.5,0.75,0.375,0.125,1.0,0.25,Good,4,4,6,Traditional Channels,"In Person,",Female,35 - 39,Aba,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,10SG004,COMP_00948,POSITIVE,detractor,Mid-Career,Income not fixed
17658,7,1.0,"Jiji,",JIJI,1.0,1.0,0.5714285714285714,1.0,1.0,0.8571428571428571,1.0,1.0,0.375,0.25,0.125,0.5,1.0,0.875,0.75,0.625,Very good,4,5,8,Traditional Channels,"In Person,",Female,35 - 39,Aba,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,10SG004,COMP_00733,POSITIVE,passive,Mid-Career,Income not fixed
17659,6,0.14285714285714285,"APL ELECTRIC COMPANY LIMITED,",ABA POWER LIMITED,0.14285714285714285,0.8571428571428571,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.42857142857142855,1.0,0.25,0.125,0.75,0.625,0.875,0.5,0.375,Too poor,1,1,2,Traditional Channels,"In Person,",Female,30 - 34,Abia ,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,10SG004,COMP_00010,NEGATIVE,detractor,Mid-Level Professionals,Income not fixed
17660,9,0.7142857142857143,"Whistling Palms Badagry,",WHISTLING PALMS BADAGRY,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.25,0.375,0.125,0.5,0.75,0.625,0.875,They need to be trained more,5,5,6,Traditional Channels,"In Person,",Female,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,10AE030,COMP_01518,NEUTRAL,detractor,Mid-Level Professionals,Lower-Middle Income
20692,4,0.14285714285714285,"LASUTH - Ikeja,",LASUTH - IKEJA,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,0.5,0.125,0.375,0.25,0.625,0.75,0.875,,1,1,0,Both Digital and Traditional Channels,"Text/Over the Phone,In Person,",Female,30 - 34,Lagos,Ond/Pre Degree/Diploma,Above N1m,Nigerian,ADAOBI MORONKE EZULIKE BCCS2024,COMP_00836,NEUTRAL,detractor,Mid-Level Professionals,High Income
