company_id,comp_inte_with,sect,sector_name
COMP_00422,EVERIGHT DIAGNOSTIC AND LABORATORY SERVICES LTD,4,HEALTHCARE
COMP_00423,EXCLUSIVE KITCHEN,9,HOSPITALITY
COMP_00424,"EYE DIAGNOSTIC CENTER, ORIMERUNMU, OGUN",4,HEALTHCARE
COMP_00425,FACEBOOK MARKET PLACE,7,E-COMMERCE
COMP_00426,FAIRMONEY MICROFINANCE BANK,1,BANKING
COMP_00427,FAITH CITY HOSPITAL,4,HEALTHCARE
COMP_00428,FAITH HILLS SPECIALIST HOSPITALS,4,HEALTHCARE
COMP_00429,FAITH PLAZA,9,HOSPITALITY
COMP_00430,FAJIB,9,HOSPITALITY
COMP_00431,FAMILY CARE HOSPITAL,4,HEALTHCARE
COMP_00432,FANTASEE PARK,9,HOSPITALITY
COMP_00433,FARAGON BUS,5,TRANSPORTATION
COMP_00434,FARM CITY LEKKI,9,HOSPITALITY
COMP_00435,FASTEST FINGERS CAKE,7,E-COMMERCE
COMP_00436,FED ROAD SAFETY COMM (FRSC),8,PUBLIC SECTOR
COMP_00437,FEDERAL CIVIL SERVICE COMMISSION (FCS),8,PUBLIC SECTOR
COMP_00438,FEDERAL COLLEGE OF EDUCATION KANO,633,EDUCATION
COMP_00439,FEDERAL HIGH COURT,8,PUBLIC SECTOR
COMP_00440,FEDERAL INLAND REVENUE (FIRS),8,PUBLIC SECTOR
COMP_00441,FEDERAL LOW COST HOSPITAL JOS,4,HEALTHCARE
COMP_00442,FEDERAL MEDICAL CENTER,4,HEALTHCARE
COMP_00443,FEDERAL MEDICAL CENTER ABEOKUTA,4,HEALTHCARE
COMP_00444,FEDERAL MEDICAL CENTER ABUJA,4,HEALTHCARE
COMP_00445,FEDERAL MEDICAL CENTER ASABA,4,HEALTHCARE
COMP_00446,FEDERAL MEDICAL CENTER BIDA,4,HEALTHCARE
COMP_00447,FEDERAL MEDICAL CENTER BIRNIN KEBBI,4,HEALTHCARE
COMP_00448,FEDERAL MEDICAL CENTER EBUTE METTA,4,HEALTHCARE
COMP_00449,FEDERAL MEDICAL CENTER GOMBE,4,HEALTHCARE
COMP_00450,FEDERAL MEDICAL CENTER JABI,4,HEALTHCARE
COMP_00451,FEDERAL MEDICAL CENTER JALINGO,4,HEALTHCARE
COMP_00452,FEDERAL MEDICAL CENTER LAGOS,4,HEALTHCARE
COMP_00453,FEDERAL MEDICAL CENTER MAKURDI,4,HEALTHCARE
COMP_00454,FEDERAL MEDICAL CENTER MARARABA,4,HEALTHCARE
COMP_00455,FEDERAL MEDICAL CENTER OWERRI,4,HEALTHCARE
COMP_00456,FEDERAL MEDICAL CENTER UMUAHIA,4,HEALTHCARE
COMP_00457,FEDERAL MEDICAL CENTER YENAGOA,4,HEALTHCARE
COMP_00458,FEDERAL MEDICAL CENTER ZAMFARA,4,HEALTHCARE
COMP_00459,"FEDERAL MEDICAL CENTER, NYANYA",4,HEALTHCARE
COMP_00460,"FEDERAL MEDICAL CENTER, TAURA, JIGAWA STATE.",8,PUBLIC SECTOR
COMP_00461,FEDERAL MINISTRY OF FOREIGN AFFAIRS,8,PUBLIC SECTOR
COMP_00462,FEDERAL PALACE HOTEL,9,HOSPITALITY
COMP_00463,FEDERAL POLY NASARAWA,633,EDUCATION
COMP_00464,FEDERAL POLYTECHNIC BIDA NIGER STATE,633,EDUCATION
COMP_00465,FEDERAL POLYTECHNIC NEKEDE OWERRI IMO STATE,633,EDUCATION
COMP_00466,FEDERAL POLYTECHNIC OF OIL AND GAS BONNY ISLAND,633,EDUCATION
COMP_00467,FEDERAL POLYTECHNIC OFFA,633,EDUCATION
COMP_00468,FEDERAL POLYTECHNIC OKO [OKO POLYTECHNIC],633,EDUCATION
COMP_00469,"FEDERAL POLYTECHNIC, EDE",633,EDUCATION
COMP_00470,"FEDERAL POLYTECHNIC, KAURA NAMODA, ZAMFARA",633,EDUCATION
COMP_00471,FEDERAL POYTECHNIC BAUCHI,633,EDUCATION
COMP_00472,FEDERAL RADIO CORPORATION OF NIGERIA (FRCN),8,PUBLIC SECTOR
COMP_00473,FEDERAL TEACHING HOSPITAL GOMBE,4,HEALTHCARE
COMP_00474,FEDERAL TEACHING HOSPITAL YOLA,4,HEALTHCARE
COMP_00475,FEDERAL UNIVERSITY DUTSE [FUD],633,EDUCATION
COMP_00476,FEDERAL UNIVERSITY KASHERE,633,EDUCATION
COMP_00477,"FEDERAL UNIVERSITY OF AGRICULTURE, ABEOKUTA [FUNAAB]",633,EDUCATION
COMP_00478,"FEDERAL UNIVERSITY OF HEALTH SCIENCES, OSUN STATE",633,EDUCATION
COMP_00479,FEDERAL UNIVERSITY OF LAFIA,633,EDUCATION
COMP_00480,FEDERAL UNIVERSITY OF TECHNOLOGY MINNA,633,EDUCATION
COMP_00481,FEDERAL UNIVERSITY OF TECHNOLOGY [FUTO],633,EDUCATION
COMP_00482,"FEDERAL UNIVERSITY OYE, EKITI [FUOYE]",633,EDUCATION
COMP_00483,FEDERAL UNIVERSITY WUKARI,633,EDUCATION
COMP_00484,"FEDERAL UNIVERSITY, LOKOJA [FUL]",633,EDUCATION
COMP_00485,FERMA,8,PUBLIC SECTOR
COMP_00486,FETSWALLET,1,BANKING
COMP_00487,FIBERONE BROADBAND,2,TELECOMMUNICATIONS
COMP_00488,FIDELITY BANK,1,BANKING
COMP_00489,"FIDELITY HOSPITAL, BENIN",4,HEALTHCARE
COMP_00490,FINNIH MEDICAL CENTER IKEJA,4,HEALTHCARE
COMP_00491,FINREL,9,HOSPITALITY
COMP_00492,FIREWOOD RICE NIGERIA,9,HOSPITALITY
COMP_00493,FIRST BANK OF NIGERIA [FBNBANK],1,BANKING
COMP_00494,FIRST CITY HOSTEL,9,HOSPITALITY
COMP_00495,FIRST CITY MONUMENT BANK [FCMB],1,BANKING
COMP_00496,FIRST RIVERS HOSPITAL,4,HEALTHCARE
COMP_00497,FIRSTMONIE,1,BANKING
COMP_00498,FLOURISH COLLECTIONS,7,E-COMMERCE
COMP_00499,FLUTTERWAVE,1,BANKING
COMP_00500,FODOPOLIS,9,HOSPITALITY
COMP_00501,FOOD CITY,9,HOSPITALITY
COMP_00502,FOOD COURT IRE AKARI,9,HOSPITALITY
COMP_00503,FOOD SHOP,7,E-COMMERCE
COMP_00504,FOODCO,9,HOSPITALITY
COMP_00505,FOOTBALL.COM,634,SPORTS/ ENTERTAINMENT
COMP_00506,FORMULA EXECUTIVE SUITES,9,HOSPITALITY
COMP_00507,FORTIS MOBILE MONEY,1,BANKING
COMP_00508,FOUANI,7,E-COMMERCE
COMP_00509,FOUNDATION MEMORIAL HOSPITAL,4,HEALTHCARE
COMP_00510,FOXGLOVE HOSPITAL,4,HEALTHCARE
COMP_00511,FRANK N HOTEL,9,HOSPITALITY
COMP_00512,FRANKKIDS AMUSEMENT PARK LAGOS,9,HOSPITALITY
COMP_00513,FREE LANCE AGENTS,632,REAL ESTATE
COMP_00514,FULL TRINITY CLINIC,4,HEALTHCARE
COMP_00515,FUNAAB HEALTH CENTER,4,HEALTHCARE
COMP_00516,FUNKYCOLLECTIONZ,7,E-COMMERCE
COMP_00517,FXG COLLECTION.,7,E-COMMERCE
COMP_00518,G BURGER,9,HOSPITALITY
COMP_00519,G51,9,HOSPITALITY
COMP_00520,"GALLANI HOTEL AND SUITES, IBADAN",9,HOSPITALITY
COMP_00521,GALLOP PLATINUM,5,TRANSPORTATION
COMP_00522,GAMES,634,SPORTS/ ENTERTAINMENT
COMP_00523,GARKI HOSPITAL,4,HEALTHCARE
COMP_00524,GENERAL HOSPITAL,4,HEALTHCARE
COMP_00525,GENERAL HOSPITAL - GBAGADA,4,HEALTHCARE
COMP_00526,GENERAL HOSPITAL ABUJA,4,HEALTHCARE
COMP_00527,GENERAL HOSPITAL BADAGRY,4,HEALTHCARE
COMP_00528,GENERAL HOSPITAL BIDA,4,HEALTHCARE
COMP_00529,GENERAL HOSPITAL BIRNIN KUDU,4,HEALTHCARE
COMP_00530,"GENERAL HOSPITAL EPE,LAGOS STATE",4,HEALTHCARE
COMP_00531,GENERAL HOSPITAL GUSAU,4,HEALTHCARE
COMP_00532,GENERAL HOSPITAL IFAKO IJAIYE,4,HEALTHCARE
COMP_00533,GENERAL HOSPITAL IKORODU,4,HEALTHCARE
COMP_00534,GENERAL HOSPITAL ILE-EPO,4,HEALTHCARE
COMP_00535,GENERAL HOSPITAL KADUNA,4,HEALTHCARE
COMP_00536,GENERAL HOSPITAL KUBWA,4,HEALTHCARE
COMP_00537,GENERAL HOSPITAL LAGOS ISLAND,4,HEALTHCARE
COMP_00538,GENERAL HOSPITAL MAIDUGURI,4,HEALTHCARE
COMP_00539,GENERAL HOSPITAL MBA,4,HEALTHCARE
COMP_00540,GENERAL HOSPITAL MINNA,4,HEALTHCARE
COMP_00541,"GENERAL HOSPITAL NAFADA, GOMBE STATE",4,HEALTHCARE
COMP_00542,GENERAL HOSPITAL NASARAWA STATE,4,HEALTHCARE
COMP_00543,GENERAL HOSPITAL OBIARUKU,4,HEALTHCARE
COMP_00544,GENERAL HOSPITAL OKWE ASABA,4,HEALTHCARE
COMP_00545,GENERAL HOSPITAL OMU ARAN,4,HEALTHCARE
COMP_00546,"GENERAL HOSPITAL ONITSHA, ANAMBRA STATE",4,HEALTHCARE
COMP_00547,GENERAL HOSPITAL ORILE AGEGE,4,HEALTHCARE
COMP_00548,GENERAL HOSPITAL OTA,4,HEALTHCARE
COMP_00549,GENERAL HOSPITAL OTUKPO BENUE,4,HEALTHCARE
COMP_00550,GENERAL HOSPITAL SABO KADUNA,4,HEALTHCARE
COMP_00551,GENERAL HOSPITAL SULEIJA,4,HEALTHCARE
COMP_00552,"GENERAL HOSPITAL, AGBANI, NKANU WEST, ENUGU",4,HEALTHCARE
COMP_00553,"GENERAL HOSPITAL, BONNY ISLAND",4,HEALTHCARE
COMP_00554,"GENERAL HOSPITAL, GAKEM.",4,HEALTHCARE
COMP_00555,"GENERAL HOSPITAL, ILORIN",4,HEALTHCARE
COMP_00556,"GENERAL HOSPITAL, OKE ODO",4,HEALTHCARE
COMP_00557,GENERAL HOSPITAL- WARRI,4,HEALTHCARE
COMP_00558,GENESIS FAST FOOD,9,HOSPITALITY
COMP_00559,GERE BAR AND LOUNGE,9,HOSPITALITY
COMP_00560,"GHI,IKORODU",4,HEALTHCARE
COMP_00561,GIG,7,E-COMMERCE
COMP_00562,GIG LOGISTICS,5,TRANSPORTATION
COMP_00563,GIPENACLE,9,HOSPITALITY
COMP_00564,GIWA HOSPITAL AND SPECIALIST KADUNA,4,HEALTHCARE
COMP_00565,GLOBALCOM LIMITED,2,TELECOMMUNICATIONS
COMP_00566,GLOBIS MOTORS LIMITED,5,TRANSPORTATION
COMP_00567,GLOBUS BANK,1,BANKING
COMP_00568,GLOVO,9,HOSPITALITY
COMP_00569,GOD BLESS EZENWATA TRANSPORT,5,TRANSPORTATION
COMP_00570,GOD IS GOOD TRANSPORT COMPANY,5,TRANSPORTATION
COMP_00571,GOD'S TIME TRANSPORT,5,TRANSPORTATION
COMP_00572,"GODFREY OKOYE UNIVERSITY, ENUGU [GOU]",633,EDUCATION
COMP_00573,GOLDEN PALM RESORT,9,HOSPITALITY
COMP_00574,GOLDEN PLACE,9,HOSPITALITY
COMP_00575,GOLDEN ROYALE,9,HOSPITALITY
COMP_00576,GOLDEN TULIP,9,HOSPITALITY
COMP_00577,GOLDEN VALLEY,9,HOSPITALITY
COMP_00578,GOLDEN VILLA,9,HOSPITALITY
COMP_00579,GOMBE LINE TRANSPORT SERVICES,5,TRANSPORTATION
COMP_00580,GOMBE STATE UNIVERSITY [GSU],633,EDUCATION
COMP_00581,GOOD NEWS HOSPITAL,4,HEALTHCARE
COMP_00582,GOODNESS AND MERCY MASS TRANSIT,5,TRANSPORTATION
COMP_00583,GOODNESS AND MERCY MOTORS,5,TRANSPORTATION
COMP_00584,GOODNESS HOSPITAL,4,HEALTHCARE
COMP_00585,GOSHEN MEMORIAL GARDEN,9,HOSPITALITY
COMP_00586,GOVERNMENT,8,PUBLIC SECTOR
COMP_00587,GRACELAND HUGWOOP HOSPITAL KADUNA,4,HEALTHCARE
COMP_00588,GRACELAND MEDICAL CENTER,4,HEALTHCARE
COMP_00589,GRACIAS PROPERTIES,632,REAL ESTATE
COMP_00590,GRAZE & CO,9,HOSPITALITY
COMP_00591,GREEN AFRICA,5,TRANSPORTATION
COMP_00592,GREEN CARE HOSPITAL PORT HARCOURT,4,HEALTHCARE
COMP_00593,GREEN FARMS AND RESORT,9,HOSPITALITY
COMP_00594,GREEN LION HOTEL,9,HOSPITALITY
COMP_00595,GREENBAY HMO,3,INSURANCE
COMP_00596,"GREENFIELD UNIVERSITY, KADUNA [GFU]",633,EDUCATION
COMP_00597,"GREGORY UNIVERSITY, UTURU [GUU]",633,EDUCATION
COMP_00598,GROCERY BAZAAR,9,HOSPITALITY
COMP_00599,GROCERY BAZAAR AMALA,9,HOSPITALITY
COMP_00600,GT MOBILE DATA,7,E-COMMERCE
COMP_00601,GTEX HOMES,632,REAL ESTATE
COMP_00602,GUARANTY TRUST BANK [GTBANK],1,BANKING
COMP_00603,GUO TRANSPORT,5,TRANSPORTATION
COMP_00604,GWARINPA ESTATE,632,REAL ESTATE
COMP_00605,GYRA NAVIGATION SYSTEM LIMITED,7,E-COMMERCE
COMP_00606,H-MEDIX ABUJA,7,E-COMMERCE
COMP_00607,HADIEL HMO,4,HEALTHCARE
COMP_00608,HADIEL HMO [HADIEL],3,INSURANCE
COMP_00609,HAKUNA MATATA,9,HOSPITALITY
COMP_00610,HALLMARK HMO [HALLMARK],3,INSURANCE
COMP_00611,HAMASHIACONLINE STORE,7,E-COMMERCE
COMP_00612,HAMILTON GARDENS,9,HOSPITALITY
COMP_00613,HAMKAD HOSPITAL,4,HEALTHCARE
COMP_00614,HANGOUT BAR AND LOUNGE,9,HOSPITALITY
COMP_00615,HARD BREAK,9,HOSPITALITY
COMP_00616,HARMONY HOSPITAL KADUNA,4,HEALTHCARE
COMP_00617,HARVEY ROAD GENERAL HOSPITAL,4,HEALTHCARE
COMP_00618,HAVANA HOSPITAL,4,HEALTHCARE
COMP_00619,HAVEN SQUARE,632,REAL ESTATE
COMP_00620,HCI HEALTHCARE,3,INSURANCE
COMP_00621,HEALTH CENTER,4,HEALTHCARE
COMP_00622,HEALTH CENTER OJO,4,HEALTHCARE
COMP_00623,HEALTH CENTRE AMOYO,4,HEALTHCARE
COMP_00624,HEALTH ENVIRONMENTAL LAGOS,8,PUBLIC SECTOR
COMP_00625,HEALTH HOMECARE,4,HEALTHCARE
COMP_00626,HEALTHCARE TIPPER GARAGE IBADAN,4,HEALTHCARE
COMP_00627,HEIRS INSURANCE [HEIRS],3,INSURANCE
COMP_00628,HERITAGE BANK,1,BANKING
COMP_00629,HIDE OUT LOUNGE,9,HOSPITALITY
COMP_00630,HILLSIDE,632,REAL ESTATE
COMP_00631,HILLTOP CLINIC AND MATERNITY BENUE STATE,4,HEALTHCARE
COMP_00632,HIRRA ACADEMY,633,EDUCATION
COMP_00633,HOLY TRINITY HOSPITAL,4,HEALTHCARE
COMP_00634,HOME AND AWAY,9,HOSPITALITY
COMP_00635,HOMLAND REAL ESTATE,632,REAL ESTATE
COMP_00636,HOPE FOR THE VILLAGE CHILD,4,HEALTHCARE
COMP_00637,HOPE PAYMENT SERVICE BANK,1,BANKING
COMP_00638,HOTEL 61,9,HOSPITALITY
COMP_00639,"HOTEL CAPITOL, IKEJA",9,HOSPITALITY
COMP_00640,HOTEL DORIS DEY,9,HOSPITALITY
COMP_00641,HOTEL DU GOLF,9,HOSPITALITY
COMP_00642,HOTEL PRESIDENTIAL,9,HOSPITALITY
COMP_00643,HOTEL SEVENTEEN KADUNA,9,HOSPITALITY
COMP_00644,HOTEL SUNSHINE,9,HOSPITALITY
COMP_00645,HOUSING AGENT,632,REAL ESTATE
COMP_00646,HULO JAYU NIGERIA LIMITED,632,REAL ESTATE
COMP_00647,HYGEIA HMO [HYGEIA],3,INSURANCE
COMP_00648,HYPERCITY,7,E-COMMERCE
COMP_00649,HYTASTE,9,HOSPITALITY
COMP_00650,"I EXPLORE, JOS",9,HOSPITALITY
COMP_00651,I HOUSE,9,HOSPITALITY
COMP_00652,IBADAN CITY HOSPITAL,4,HEALTHCARE
COMP_00653,IBADAN COMMERCIAL TRANSPORTATION SYSTEM,5,TRANSPORTATION
COMP_00654,IBADAN ELECTRICITY DISTRIBUTION COMPANY [IBEDC],6,POWER
COMP_00655,IBAFO PRIMARY HEALTH CENTER,4,HEALTHCARE
COMP_00656,IBETO HOTEL,9,HOSPITALITY
COMP_00657,IBIS HOTEL,9,HOSPITALITY
COMP_00658,IBOM AIR,5,TRANSPORTATION
COMP_00659,IBOM SPECIALIST HOSPITAL,4,HEALTHCARE
COMP_00660,IBRAHIM BADAMASI BABANGIDA UNIVERSITY [IBBU],633,EDUCATION
COMP_00661,IFESINACHI TRANSPORT,5,TRANSPORTATION
COMP_00662,IG ONLINE DTORE,7,E-COMMERCE
COMP_00663,IGANDO GENERAL HOSPITAL,4,HEALTHCARE
COMP_00664,IGANDO GOVERNMENT HOSPITAL,4,HEALTHCARE
COMP_00665,IGBOBI ORTHOPEDIC LAGOS,4,HEALTHCARE
COMP_00666,IGBOGILA HEALTH CENTER,4,HEALTHCARE
COMP_00667,IGNATIUS AJURU UNIVERSITY PORT HARCOURT [IAUE],633,EDUCATION
COMP_00668,IGNOBIS HOTEL,9,HOSPITALITY
COMP_00669,IINTERNATIONAL HEALTH MANAGEMENT SERVICES LIMITED HMO [IHMS],3,INSURANCE
COMP_00670,IINVEST,1,BANKING
COMP_00671,IITA MEDICAL CENTER,4,HEALTHCARE
COMP_00672,IITA RESORT,9,HOSPITALITY
COMP_00673,IKEJA ELECTRICITY DISTRIBUTION COMPANY [IKEDC],6,POWER
COMP_00674,IKEJA MEDICAL CENTER,4,HEALTHCARE
COMP_00675,"IKENGA HOTELS, NSUKKA",9,HOSPITALITY
COMP_00676,IKOGOSI RESORT,9,HOSPITALITY
COMP_00677,IKORODU DREAM PARK,9,HOSPITALITY
COMP_00678,ILAJI RESORT,9,HOSPITALITY
COMP_00679,ILE EYAN,9,HOSPITALITY
COMP_00680,ILOTBET NIGERIA LIMITED (ILOT BET),634,SPORTS/ ENTERTAINMENT
COMP_00681,IMAX LEKKI,9,HOSPITALITY
COMP_00682,IMO SPECIALIST HOSPITAL,4,HEALTHCARE
COMP_00683,IMO STATE POLYTECHNIC [IMO POLY],633,EDUCATION
COMP_00684,IMO STATE UNIVERSITY [IMSU],633,EDUCATION
COMP_00685,IN GOD WE TRUST MOTORS,5,TRANSPORTATION
COMP_00686,INAGBE RESORT LAGOS,9,HOSPITALITY
COMP_00687,INDIVIDUAL OWNED,5,TRANSPORTATION
COMP_00688,INDIVIDUAL RETAILERS,7,E-COMMERCE
COMP_00689,INDRIVE,5,TRANSPORTATION
COMP_00690,INDUSTRIAL AND GENERAL INSURANCE [IGI],3,INSURANCE
COMP_00691,INDUSTRIAL TRAINING FUND,8,PUBLIC SECTOR
COMP_00692,INEC,8,PUBLIC SECTOR
COMP_00693,INFINIDAD LOGISTICS,5,TRANSPORTATION
COMP_00694,INLAND HOSPITAL,4,HEALTHCARE
COMP_00695,INSTAGRAM VENDOR,7,E-COMMERCE
COMP_00696,"INSTITUTE OF MANAGEMENT AND TECHNOLOGY, OWERRI [IMT]",633,EDUCATION
COMP_00697,"INSTITUTE OF MINING AND GEOSCIENCE, JOS",633,EDUCATION
COMP_00698,INTERCONTINENTAL CUISINE,9,HOSPITALITY
COMP_00699,INTERCONTINENTAL ESTATE,632,REAL ESTATE
COMP_00700,INTERIORS BY AMAKA,7,E-COMMERCE
COMP_00701,INTERNATIONAL ENERGY INSURANCE PLC [IEI],3,INSURANCE
COMP_00702,INTERSWITCH,1,BANKING
COMP_00703,IPAJA PRIMARY HEALTH CENTRE,4,HEALTHCARE
COMP_00704,IPAY,1,BANKING
COMP_00705,IPNX NIGERIA LIMITED,2,TELECOMMUNICATIONS
COMP_00706,IQ SOWBEL LOGISTICS LTD,5,TRANSPORTATION
COMP_00707,IRECHARGE,1,BANKING
COMP_00708,ISALU HOSPITAL,4,HEALTHCARE
COMP_00709,ISLAND MATERNITY HOSPITAL,4,HEALTHCARE
COMP_00710,ISOLO ELECTRICITY DISTRIBUTION,6,POWER
COMP_00711,ISOLO GENERAL HOSPITAL,4,HEALTHCARE
COMP_00712,ISREAL CHARLES & PARTNERS,632,REAL ESTATE
COMP_00713,ITEM7 GO,9,HOSPITALITY
COMP_00714,IYA AYO,9,HOSPITALITY
COMP_00715,IYA IGALA,9,HOSPITALITY
COMP_00716,IYAALAJE FOODS,7,E-COMMERCE
COMP_00717,IYARE MOTORS,5,TRANSPORTATION
COMP_00718,J REIGNS PROPERTIES,632,REAL ESTATE
COMP_00719,J6,9,HOSPITALITY
COMP_00720,JABI GENERAL HOSPITAL,4,HEALTHCARE
COMP_00721,JAIZ BANK,1,BANKING
COMP_00722,JAJO HOSPITALS,4,HEALTHCARE
COMP_00723,JAMB,8,PUBLIC SECTOR
COMP_00724,JANNY SCENTS,7,E-COMMERCE
COMP_00725,JEMMYLAND HOTEL ABUJA,9,HOSPITALITY
COMP_00726,JENDRO LOGISTICS,5,TRANSPORTATION
COMP_00727,JENNY'S KITCHEN,9,HOSPITALITY
COMP_00728,JENOSWAY LOGISTICS,5,TRANSPORTATION
COMP_00729,JETHRONE HOSPITAL ABUJA,4,HEALTHCARE
COMP_00730,JETHRONE HOSPITAL KUBWA,4,HEALTHCARE
COMP_00731,JIGALTA INVESTMENT CO LIMITED,632,REAL ESTATE
COMP_00732,JIGAWA STATE POLYTECHNIC,633,EDUCATION
COMP_00733,JIJI,7,E-COMMERCE
COMP_00734,JINJA RESTAURANT,9,HOSPITALITY
COMP_00735,JJD SPECIALIST HOSPITAL,4,HEALTHCARE
COMP_00736,JJT PARK ALAUSA,9,HOSPITALITY
COMP_00737,"JJT PARK, IKEJA",9,HOSPITALITY
COMP_00738,JLT SPECIALIST CLINIC & SKIN CENTRE,4,HEALTHCARE
COMP_00739,JONEX HOSPITAL,4,HEALTHCARE
COMP_00740,JOS ELECTRICITY DISTRIBUTION COMPANY [JED],6,POWER
COMP_00741,JOS UNIVERSITY TEACHING HOSPITAL,4,HEALTHCARE
COMP_00742,JOS WILDLIFE PARK,9,HOSPITALITY
COMP_00743,JOSEPH AYO BABALOLA UNIVERSITY [JABU],633,EDUCATION
COMP_00744,"JOSEPH SARWUAN TARKA UNIVERSITY, MAKURDI",633,EDUCATION
COMP_00745,JOWAKO SPECIALIST HOSPITAL ABUJA,4,HEALTHCARE
COMP_00746,JUBILEE GARDENS,632,REAL ESTATE
COMP_00747,JUMIA,7,E-COMMERCE
COMP_00748,JUST AFANG,9,HOSPITALITY
COMP_00749,JUST WOVEN LABELS,7,E-COMMERCE
COMP_00750,JUSTRITE,9,HOSPITALITY
COMP_00751,KABUGA HOSPITAL KANO,4,HEALTHCARE
COMP_00752,KADSIECOM,8,PUBLIC SECTOR
COMP_00753,KADUNA ELECTRICITY DISTRIBUTION COMPANY [KAEDC],6,POWER
COMP_00754,KADUNA LINE,5,TRANSPORTATION
COMP_00755,KADUNA POLYTECHNIC,633,EDUCATION
COMP_00756,KADUNA STATE COLLEGE OF EDUCATION GIDAN WAYA,633,EDUCATION
COMP_00757,KADUNA STATE GOVERNMENT,8,PUBLIC SECTOR
COMP_00758,KADUNA STATE INTERNAL REVENUE,8,PUBLIC SECTOR
COMP_00759,KADUNA STATE UNIVERSAL BASIC EDUCATION BOARD,8,PUBLIC SECTOR
COMP_00760,KADUNA STATE UNIVERSITY [KASU],633,EDUCATION
COMP_00761,KAFIN HAUSA GENERAL HOSPITAL JIGAWA STATE,4,HEALTHCARE
COMP_00762,KAI,8,PUBLIC SECTOR
COMP_00763,KANO ELECTRICITY DISTRIBUTION COMPANY [KEDC],6,POWER
COMP_00764,KANO LINE,5,TRANSPORTATION
COMP_00765,"KANU NDUBUISI PARK, LAGOS",9,HOSPITALITY
COMP_00766,KARA,7,E-COMMERCE
COMP_00767,"KARL-KUMM UNIVERSITY, JOS",633,EDUCATION
COMP_00768,KARSHI HOSPITAL,4,HEALTHCARE
COMP_00769,KARU PRIMARY HEALTH CARE,4,HEALTHCARE
COMP_00770,KAYMU,7,E-COMMERCE
COMP_00771,KEBBI STATE ELECTRICITY DISTRIBUTION,6,POWER
COMP_00772,KEJI SPECIALIST HOSPITAL IBADAN,4,HEALTHCARE
COMP_00773,KEJIDE SPECIALIST HOSPITAL,4,HEALTHCARE
COMP_00774,KEKE,5,TRANSPORTATION
COMP_00775,KEKE MARUWA,5,TRANSPORTATION
COMP_00776,KEKE NAPEP,5,TRANSPORTATION
COMP_00777,KEYSTONE BANK,1,BANKING
COMP_00778,KFC,9,HOSPITALITY
COMP_00779,KIDDIESROYALE,7,E-COMMERCE
COMP_00780,KIDNEY CHICKEN KADUNA,9,HOSPITALITY
COMP_00781,KIDOMANIA,7,E-COMMERCE
COMP_00782,KIGRA RESIDENTS' ASSOCIATION,632,REAL ESTATE
COMP_00783,KILIMANJARO,9,HOSPITALITY
COMP_00784,KILIMANJARO KUBWA,9,HOSPITALITY
COMP_00785,KING'S CARE HOSPITAL,4,HEALTHCARE
COMP_00786,KINGMAKERS LIMITED (BETKING),634,SPORTS/ ENTERTAINMENT
COMP_00787,KINGS WRAP,9,HOSPITALITY
COMP_00788,KLM,5,TRANSPORTATION
COMP_00789,KOBIKO ABUJA,9,HOSPITALITY
COMP_00790,KOGI STATE GENERAL HOSPITAL,4,HEALTHCARE
COMP_00791,KOGI STATE POLYTECHNIC,633,EDUCATION
COMP_00792,KOGI STATE TRANSPORT SERVICES,5,TRANSPORTATION
COMP_00793,KOLAPO ISHOLA GRA,632,REAL ESTATE
COMP_00794,KONGA,7,E-COMMERCE
COMP_00795,KOROPE,5,TRANSPORTATION
COMP_00796,"KUBWA GENERAL HOSPITAL, ASOKORO GENERAL HOSPITAL",4,HEALTHCARE
COMP_00797,KUCHIKAU SUITS,9,HOSPITALITY
COMP_00798,KUDA,1,BANKING
COMP_00799,KUJE DEVELOPMENT,632,REAL ESTATE
COMP_00800,KUJE GENERAL HOSPITAL,4,HEALTHCARE
COMP_00801,KUKAI HOSPITAL KADUNA,4,HEALTHCARE
COMP_00802,KUPA RJOLAD,4,HEALTHCARE
COMP_00803,KWARA STATE POLYTECHNIC,633,EDUCATION
COMP_00804,KWARA STATE UNIVERSITY [KWASU],633,EDUCATION
COMP_00805,LA BRANCO RESTAURANT,9,HOSPITALITY
COMP_00806,LA CUISINE RESTAURANT,9,HOSPITALITY
COMP_00807,LA RUMBA GARDEN,9,HOSPITALITY
COMP_00808,LA SPAG,9,HOSPITALITY
COMP_00809,LAD MEDICAL CENTER,4,HEALTHCARE
COMP_00810,LADOKE AKINTOLA UNIVERSITY OF TECHNOLOGY [LAUTECH],633,EDUCATION
COMP_00811,LAGBUS,5,TRANSPORTATION
COMP_00812,"LAGOON HOSPITAL,LAGOS",4,HEALTHCARE
COMP_00813,LAGOS BISTRO,9,HOSPITALITY
COMP_00814,LAGOS BUSES,5,TRANSPORTATION
COMP_00815,LAGOS CONTINENTAL HOTEL,9,HOSPITALITY
COMP_00816,LAGOS COUNTRY CLUB,9,HOSPITALITY
COMP_00817,LAGOS DRIVER,5,TRANSPORTATION
COMP_00818,LAGOS EDC,6,POWER
COMP_00819,LAGOS LANDLORDS,632,REAL ESTATE
COMP_00820,LAGOS MARRIOTT HOTEL IKEJA,9,HOSPITALITY
COMP_00821,LAGOS STATE POLYTECHNIC [LASPOTECH],633,EDUCATION
